ID_Cliente,Data_Solicitude,Idade,Lonxitude_Nome,Num_Fillos,Profesion,Anos_Emprego,Ingresos_Anuais,Tipo_Dispositivo,Tempo_Web_Minutos,Subscricion_Email,Dia_Solicitude,Distancia_Oficina_Km,Codigo_Postal,Patrimonio_Total,Debeda_Total,Historial_Impagos,Numero_Tarxetas,Utilizacion_Credito,Consultas_Risco_6M,Limite_Credito_Total,Cota_Mensual_Prestamos,Ratio_Cota_Ingresos,Prestamos_Activos,Antiguedade_Cliente_Anos,Saldo_Medio_3M,Variacion_Saldo_6M,Fondo_Emerxencia_Meses,Indice_Estres_Financeiro,Target_Risco
113653,2021-02-21,53,24,2,Asalariado,16.4,19816.12,Android,19.8,0,Mércores,21.8,15004,96191.82,1940.74,0,2,0.2621123515442695,1,11167.67,37.71,0.022834801424223096,1,12.9,2078.94,0.053,24.0,0.206,0
108117,2021-02-21,28,22,1,Asalariado,2.8,24643.96,Windows,8.9,0,Sábado,8.0,15006,84178.96,4634.29,0,4,0.3890342106488588,0,10462.28,118.33,0.057616648596711055,1,4.7,2492.65,-0.055,21.05,0.177,0
104937,2021-02-21,21,14,1,Asalariado,0.0,15930.68,Android,37.0,1,Xoves,8.4,15004,59994.2,1853.16,0,2,0.0,0,7407.05,37.15,0.02798198306769907,0,8.7,681.12,-0.099,18.29,0.228,0
104744,2021-02-21,39,31,0,Desempregado,0.0,5537.82,Android,39.6,0,Sábado,8.7,27003,48959.76,722.54,0,2,0.22649716839860787,1,4907.02,17.33,0.03754590327903777,0,1.0,262.47,0.006,15.07,0.215,0
101049,2021-02-21,47,14,0,Funcionario,7.1,86260.74,Windows,13.9,0,Luns,37.7,15001,119759.05,7492.92,0,2,0.4325148078155743,0,23779.64,175.5,0.024414068160461405,0,15.6,7924.75,0.235,24.0,0.191,0
102817,2021-02-21,51,24,1,Asalariado,3.6,18120.47,iOS,43.7,0,Venres,11.3,15005,118495.44,1084.77,0,3,0.1189640552468163,1,10173.85,24.84,0.016448996687354833,0,6.9,774.71,0.105,24.0,0.047,0
107443,2021-02-21,28,15,2,Autónomo,1.0,56935.79,Android,13.9,1,Mércores,17.2,15006,89460.73,25417.17,0,0,0.0,1,10667.21,726.44,0.15310452169853622,3,11.7,4763.09,-0.121,6.56,0.32,1
101211,2021-02-21,36,11,0,Autónomo,7.5,42196.91,Windows,6.6,1,Xoves,21.7,27001,56542.28,2097.96,0,2,0.2877720864753486,0,22755.36,57.64,0.016391333125266156,1,16.6,2525.3,0.053,24.0,0.064,0
105139,2021-02-21,47,30,0,Asalariado,14.9,59339.34,Android,36.7,0,Xoves,15.3,15006,245459.86,9548.6,1,4,0.0,3,31537.23,225.52,0.045605400980176396,0,18.2,2197.8,-0.008,9.74,0.049,1
121813,2021-02-21,22,20,2,Desempregado,0.0,7804.27,iOS,18.4,1,Luns,11.9,15007,46410.64,1573.31,1,2,0.2923501883619992,3,5812.64,44.96,0.06912252875300919,1,3.9,150.32,0.04,3.34,0.206,2
107652,2021-02-21,41,29,3,Desempregado,0.0,3598.82,Windows,13.7,0,Luns,15.5,15002,54030.62,62.11,1,2,0.5069874629824284,4,3732.67,1.69,0.0056336150140840376,0,0.0,323.45,-0.098,24.0,0.13,2
118067,2021-02-21,51,34,1,Asalariado,6.5,49855.31,iOS,44.4,1,Martes,0.5,15001,,318.54,0,3,0.03457649163258486,1,12586.28,6.94,0.0016704003966599213,0,17.8,2005.04,0.048,24.0,0.0,0
116520,2021-02-21,68,14,0,Asalariado,17.4,13064.57,Android,14.5,1,Xoves,11.0,15005,92195.96,3070.37,0,9,0.0,1,19795.96,65.18,0.059864207990925775,0,21.7,982.09,0.024,15.05,0.022,0
124812,2021-02-21,19,17,2,Asalariado,0.0,30704.89,Windows,8.0,1,Sábado,23.4,15001,28897.07,9195.6,1,3,0.6672893571644319,6,15486.98,255.71,0.09993261879072712,0,2.6,2293.29,-0.138,8.97,0.357,2
104425,2021-02-21,50,16,0,Asalariado,14.7,124700.2,Android,37.0,0,Venres,32.4,15008,121200.33,21061.95,0,4,0.6654870422814806,2,22343.6,539.44,0.051910326444332536,0,19.8,13826.81,-0.234,24.0,0.279,0
114471,2021-02-21,59,10,1,Asalariado,9.0,58506.34,Windows,28.0,0,Sábado,78.4,15001,,9599.99,0,3,0.88728605275266,0,25637.54,211.61,0.04340173386792153,1,16.7,1794.82,0.137,8.48,0.408,0
114792,2021-02-21,56,19,0,Asalariado,17.9,85711.12,Windows,44.1,0,Domingo,1.4,15009,,32216.43,0,4,0.03829959102503033,1,22115.34,584.38,0.08181526719908457,0,21.1,8352.94,0.107,14.29,0.035,0
103298,2021-02-21,36,13,2,Estudante,0.0,4703.75,Windows,12.0,1,Mércores,9.4,15004,48558.27,2586.84,1,3,0.877484984406842,2,6495.46,72.32,0.18446038578032836,0,0.0,343.27,0.097,4.74,0.327,3
105789,2021-02-21,58,28,0,Autónomo,9.8,22396.49,Android,7.1,0,Mércores,15.2,15002,102418.67,2981.05,0,4,0.36534969540059536,3,11186.81,59.62,0.031942865026393576,0,12.6,974.84,-0.121,16.33,0.016,0
100126,2021-02-21,59,28,0,Autónomo,23.6,51594.56,iOS,18.5,0,Mércores,3.4,27002,,30161.91,0,2,0.4073032135907415,2,28345.51,799.97,0.1860555443142782,1,22.5,2922.78,-0.156,3.65,0.255,1
110478,2021-02-21,35,16,1,Asalariado,6.0,43363.48,Windows,37.9,0,Luns,19.8,27004,117148.9,12673.97,0,4,0.47069197172857524,1,19618.78,293.01,0.0810829508390277,0,7.5,3699.63,-0.014,12.62,0.206,0
118176,2021-02-22,50,26,1,Asalariado,6.3,15177.95,Windows,30.6,1,Martes,46.2,15009,68642.82,3749.57,1,5,0.13294750103521524,4,11341.43,83.22,0.06579111203344104,0,7.2,334.1,0.186,4.01,0.0,2
101703,2021-02-22,18,15,2,Asalariado,0.0,40411.84,Windows,25.6,1,Martes,13.4,15003,75729.01,6613.04,0,0,0.0,1,7786.64,129.54,0.038465002707060436,0,5.0,1408.23,-0.161,10.86,0.001,0
114145,2021-02-22,37,25,0,Asalariado,7.1,20811.7,Windows,34.4,0,Xoves,5.9,27004,112090.67,2395.76,0,0,0.0,2,3150.61,53.63,0.030921504658213497,0,11.3,537.67,0.021,10.01,0.0,0
102520,2021-02-22,39,27,1,Asalariado,3.2,25321.44,Windows,14.0,0,Domingo,11.2,27002,57784.81,6059.45,0,5,0.0,1,16926.52,132.74,0.06290389077829783,0,3.3,1833.46,-0.088,13.8,0.052,0
104908,2021-02-22,35,14,0,Asalariado,5.2,20800.36,Linux,27.5,0,Luns,5.0,15002,60989.36,1933.23,0,2,0.5665618662526217,1,7866.42,49.07,0.02830776449232166,0,7.0,1005.19,0.073,20.45,0.0,0
109738,2021-02-22,36,14,1,Asalariado,5.0,18760.89,Android,28.6,1,Martes,9.5,27002,77217.55,4423.89,0,3,0.27943451067456326,0,13614.71,122.03,0.07804970607971799,0,9.4,1704.91,-0.157,13.96,0.145,0
103119,2021-02-22,27,27,2,Asalariado,0.8,40488.12,Android,17.8,0,Venres,1.0,15005,200696.37,20094.91,0,2,0.46099877772613507,1,19065.98,345.97,0.10253717541897675,0,5.2,589.88,-0.019,1.7,0.443,1
123282,2021-02-22,41,31,1,Autónomo,8.9,32903.38,Windows,26.6,1,Venres,6.1,15009,,3775.83,0,2,0.8441850171574115,0,15272.18,94.51,0.034467143887835,0,20.8,1778.74,-0.158,18.8,0.28,0
120891,2021-02-22,38,12,1,Asalariado,2.8,28789.13,Windows,21.0,0,Mércores,1.7,15001,69509.42,5052.78,0,1,0.0,0,13893.13,128.88,0.05371840974667359,2,5.1,2247.01,-0.156,17.42,0.202,0
112247,2021-02-22,53,29,0,Autónomo,16.3,25062.87,iOS,31.6,1,Venres,14.5,27001,75782.3,4032.94,1,2,1.177482095523227,1,7384.47,69.97,0.03350001416381429,0,22.8,501.04,-0.091,7.15,0.339,1
101400,2021-02-22,56,21,2,Asalariado,23.2,77212.04,Windows,10.8,0,Domingo,9.7,15004,,17560.64,0,4,0.444561332763346,2,19535.0,407.31,0.06330174281442617,0,24.7,8753.17,0.116,21.49,0.014,0
122948,2021-02-22,23,28,1,Asalariado,0.2,19489.36,MacOS,28.4,1,Xoves,20.6,27003,108311.65,1727.92,1,2,0.0,2,7714.34,33.27,0.02048397258952631,0,0.7,715.8,0.07,21.46,0.0,0
110304,2021-02-22,37,13,2,Desempregado,0.0,7578.18,Windows,42.5,0,Domingo,8.7,15005,42530.64,5572.19,0,0,0.0,1,1890.39,147.38,0.23334450428674341,3,0.0,656.27,0.086,4.45,0.105,1
107049,2021-02-22,53,31,1,Asalariado,3.8,45387.84,Android,7.2,0,Luns,13.8,27004,,3717.37,0,4,0.8671103226794472,0,17448.35,100.15,0.026477874296853592,0,6.1,3100.0,-0.108,24.0,0.33,0
107900,2021-02-22,35,14,0,Asalariado,2.3,41127.89,Android,4.6,0,Mércores,31.6,27001,169242.32,10395.65,0,1,0.7832846085288918,0,8227.47,237.44,0.06927685138110948,0,7.4,2565.62,0.043,10.8,0.265,0
108391,2021-02-22,33,22,1,Estudante,0.0,3912.76,Windows,10.3,0,Luns,21.0,15001,43369.1,153.3,0,5,0.2384931102026918,2,8586.77,2.68,0.008217162013000287,0,0.0,320.94,0.005,24.0,0.0,0
102570,2021-02-22,69,21,1,Asalariado,13.7,18341.88,MacOS,4.9,1,Domingo,55.4,27003,149873.38,14726.2,0,7,0.25843798610208146,1,16780.53,382.55,0.25026604328218904,0,11.4,1138.74,0.005,2.98,0.329,1
123073,2021-02-22,44,12,0,Estudante,0.0,261.49,Windows,33.9,0,Venres,6.5,27002,44280.82,129.85,0,1,0.5289538750487878,1,1589.34,2.22,0.10148958055544972,2,2.4,14.06,0.002,6.1,0.152,1
121565,2021-02-22,48,11,1,Asalariado,5.8,38750.68,Android,26.9,0,Xoves,25.0,15007,143502.63,10258.03,1,2,0.9609453926339012,4,20246.6,247.86,0.07675331753358823,0,8.6,1088.87,-0.008,4.39,0.176,2
112466,2021-02-22,34,12,0,Estudante,0.0,4646.54,Windows,33.0,1,Martes,3.0,27003,57124.72,2442.45,0,2,0.5022516020601722,0,4833.62,58.59,0.15128003201693802,0,0.4,304.16,0.116,5.18,0.157,0
108999,2021-02-22,43,14,2,Asalariado,3.8,31311.89,Windows,34.0,0,Domingo,7.2,27004,179163.95,2591.56,0,2,0.1441208807596393,1,13269.6,59.09,0.0226449874157256,0,1.9,1750.13,-0.005,24.0,0.216,0
116714,2021-02-22,61,19,0,Estudante,0.0,710.6,Android,7.8,0,Venres,7.3,15003,61166.74,75.52,0,4,0.6298487999461646,2,6182.06,1.46,0.024620573355817875,0,6.2,55.93,0.032,24.0,0.137,0
103306,2021-02-22,47,24,2,Asalariado,3.5,24254.76,Android,3.6,0,Domingo,1.1,15004,87173.66,4763.25,0,2,0.1146263413023324,1,6912.48,124.7,0.06169256292113709,0,1.6,964.31,0.141,7.73,0.05,0
112829,2021-02-22,48,21,3,Asalariado,18.9,33633.77,iOS,23.8,0,Mércores,2.2,15007,126638.83,11859.52,0,3,0.106636954458115,1,12203.47,337.17,0.12029337498071194,0,24.7,2521.0,0.246,7.48,0.129,0
104251,2021-02-22,36,18,3,Asalariado,4.1,15146.56,Windows,6.0,0,Mércores,38.8,15003,38045.27,3754.75,0,7,0.0,2,17791.18,108.9,0.08627132026544211,0,13.2,309.85,-0.139,2.84,0.108,0
123791,2021-02-22,45,14,1,Asalariado,14.3,11248.63,Android,,1,Luns,13.9,27003,63085.25,1334.88,0,8,0.6236514615346798,1,14192.52,33.91,0.03617185631883004,0,21.8,365.57,0.07,10.75,0.084,0
101746,2021-02-23,35,34,4,Funcionario,1.6,85904.37,Linux,31.7,0,Sábado,7.4,27002,233961.8,31398.79,0,4,0.5774094587105726,1,31466.53,565.35,0.07897294429905838,0,4.5,2182.13,-0.14,3.86,0.214,0
119081,2021-02-23,26,12,2,Asalariado,2.0,15801.93,Windows,19.8,1,Mércores,5.6,15002,95293.27,4511.66,0,3,0.10227532208521461,1,11223.94,81.75,0.0620770958296974,0,0.0,1451.03,-0.002,17.73,0.146,0
122136,2021-02-23,44,18,1,Autónomo,12.2,71717.35,MacOS,4.3,1,Luns,43.2,27002,,27950.97,0,3,0.514709754733085,0,21646.31,552.94,0.0925185813672512,1,8.9,4327.89,0.042,7.83,0.162,0
112220,2021-02-23,43,27,0,Autónomo,2.4,23635.48,Android,44.1,0,Martes,19.7,27003,109611.98,1069.77,0,1,0.1647497276720717,0,13315.51,29.26,0.01485500379075057,0,7.1,2576.96,0.265,24.0,0.0,0
115653,2021-02-23,37,30,1,Desempregado,0.0,5763.7,Windows,30.9,1,Venres,15.4,15001,45973.76,1417.86,1,3,0.38202339336850855,2,6186.96,25.5,0.05308168681804778,0,0.0,298.97,-0.051,11.69,0.232,2
120694,2021-02-23,40,10,0,Autónomo,8.3,26466.43,iOS,29.8,0,Luns,2.8,27003,95599.67,11083.18,0,2,0.49479535234799793,0,13047.89,200.33,0.09082710334928627,1,16.6,284.87,-0.075,1.42,0.383,1
108175,2021-02-23,27,22,0,Estudante,0.0,5787720.4262329135,MacOS,33.3,1,Xoves,20.5,15003,43393.33,3981602.962480487,0,1,0.7597982743889558,3,3575.37,43.48,0.10783930752680171,0,3.4,495.82,0.009,11.38,0.222,0
111707,2021-02-23,34,26,2,Desempregado,0.0,6036.24,MacOS,35.6,0,Mércores,17.4,15006,38374.9,723.97,1,1,0.7299916501778767,2,2460.68,13.63,0.02709184991817453,0,0.0,621.38,0.004,24.0,0.366,1
103808,2021-02-23,40,12,1,Funcionario,6.0,55800.91,Windows,23.8,0,Mércores,56.1,27002,151497.46,13901.11,0,3,0.46945006988747073,1,23849.22,348.38,0.07491786571463234,0,15.1,1002.78,-0.141,2.88,0.121,1
120104,2021-02-23,32,32,2,Funcionario,3.7,51155.88,Android,1.8,0,Domingo,23.2,15008,217991.6,14117.95,1,1,0.5864725653933356,3,15218.43,340.88,0.07996109223236444,2,1.9,913.12,0.078,2.68,0.085,2
120957,2021-02-23,25,31,2,Asalariado,1.2,17981.62,Android,5.1,1,Luns,0.4,15002,82707.39,1374.53,0,2,0.911873015697522,2,7761.77,30.83,0.020573197898860123,0,9.9,863.83,-0.157,24.0,0.0,2
112335,2021-02-23,25,13,2,Asalariado,0.5,47102.0,Windows,15.1,1,Mércores,25.3,27004,119452.82,3051.57,0,2,0.9204712375758695,2,19251.01,84.4,0.02150181517100822,0,0.1,3883.11,0.01,24.0,0.133,0
122272,2021-02-23,43,22,4,Funcionario,5.0,57405.93,Android,30.0,0,Luns,13.8,27002,,8409.75,0,3,0.648377286078106,1,18685.63,177.37,0.037076359944696574,0,9.4,1030.75,-0.074,5.81,0.291,0
101650,2021-02-23,35,32,1,Asalariado,2.7,30186.29,Windows,44.2,0,Domingo,23.6,15005,38452.26,2411.86,0,2,0.4122206400414612,1,9281.0,59.64,0.02370799101211139,0,4.6,1834.9,-0.071,24.0,0.123,0
105157,2021-02-23,47,16,2,Asalariado,4.0,41899.28,MacOS,21.4,0,Domingo,2.4,27002,175716.5,17543.72,0,2,1.0980422316535283,0,18699.32,478.88,0.13714848683588748,3,7.4,3141.59,0.027,6.56,0.294,0
102763,2021-02-23,52,25,0,Funcionario,20.5,41079.61,MacOS,16.5,0,Mércores,23.8,15002,153111.51,6468.16,0,4,0.0,0,24611.3,120.9,0.03531593128729101,0,25.2,3936.08,0.079,24.0,0.231,0
118628,2021-02-23,59,29,0,Autónomo,12.8,87453.27,Android,12.3,0,Martes,9.4,15001,179776.43,13018.64,0,1,0.3497572112112372,0,45108.97,311.47,0.04273822193015847,0,9.3,9120.08,0.066,24.0,0.0,0
124617,2021-02-23,42,20,0,Asalariado,6.4,18083.85,Windows,10.9,0,Luns,17.7,15003,60037.19,4574.71,0,6,0.0,0,15582.42,98.12,0.06510642886172681,0,10.4,1863.65,0.057,18.98,0.088,0
113446,2021-02-23,44,19,3,Estudante,0.0,1069.48,Windows,23.6,0,Venres,0.7,15001,44350.46,257.12,0,5,0.9285959004317775,0,7702.56,5.27,0.05907630221956505,0,0.3,65.81,0.023,12.29,0.145,2
113318,2021-02-23,26,14,2,Desempregado,0.0,9165.71,Windows,28.0,0,Venres,7.1,15006,63060.35,5001.02,1,2,0.22894385801786468,1,5213.68,119.89,0.15694616716357343,0,0.0,673.36,-0.001,5.61,0.188,2
121471,2021-02-23,24,20,0,Asalariado,0.9,41175.27,iOS,42.0,0,Venres,34.5,15008,101350.17,8824.26,1,0,0.0,6,7657.26,149.44,0.04355129787132249,0,6.8,2152.41,0.124,14.4,0.182,2
101746,2021-02-23,35,34,4,Funcionario,1.6,85904.37,Linux,31.7,0,Sábado,7.4,27002,233961.8,31398.79,0,4,0.5774094587105726,1,31466.53,565.35,0.07897294429905838,0,4.5,2182.13,-0.14,3.86,0.214,0
122791,2021-02-23,48,12,1,Asalariado,13.8,7382466.77232978,Windows,34.9,1,Mércores,7.6,15009,,8963776.456552267,0,5,0.7171702370164781,1,25075.69,114.9,0.027085998043789035,0,20.8,2601.89,0.028,22.63,0.066,0
116727,2021-02-23,31,20,1,Desempregado,0.0,3696.96,Android,28.8,1,Luns,22.6,15009,33616.0,416.29,0,2,0.2655313916733558,0,4331.19,7.72,0.025051650098973487,0,5.6,410.42,-0.083,24.0,0.086,0
118168,2021-02-23,26,24,1,Asalariado,1.6,27433.88,Windows,28.6,0,Luns,54.7,15001,44721.34,4194.95,0,0,0.0,0,11551.66,105.76,0.046259360347120165,0,5.1,1881.38,-0.055,17.78,0.237,0
103479,2021-02-24,42,20,1,Desempregado,0.0,7772.68,Windows,1.8,1,Venres,20.9,27003,74255.07,2074.3,1,5,0.7332176405978875,6,9185.91,37.35,0.057656090808986225,0,1.2,425.26,0.005,11.36,0.349,2
114178,2021-02-24,53,19,1,Asalariado,18.1,15394.26,Windows,21.5,0,Luns,3.2,15006,56662.71,4627.79,0,2,0.5219202716627738,0,10396.01,89.67,0.06989424017522276,0,24.1,1186.73,0.016,13.22,0.205,0
121037,2021-02-24,18,12,2,Funcionario,0.0,39934.39,iOS,40.2,1,Martes,47.7,15009,148261.12,3776.03,1,3,0.4222451921611796,4,19072.84,68.48,0.020577237382682377,2,6.5,720.12,0.227,10.5,0.179,2
117604,2021-02-24,44,10,1,Desempregado,0.0,8875.87,Android,5.8,0,Mércores,3.2,27002,65563.08,2907.27,0,1,0.4181283282603543,1,3896.38,48.52,0.06559068680739945,0,8.0,728.68,-0.111,14.99,0.268,0
103392,2021-02-24,32,19,2,Asalariado,6.1,20213.76,Windows,39.0,0,Luns,26.1,15003,129491.02,3309.51,0,0,0.0,2,7190.05,60.85,0.03612212066826419,0,10.3,1035.27,0.145,16.99,0.08,0
116239,2021-02-24,54,10,1,Asalariado,16.5,30760.6,Android,20.4,0,Domingo,7.9,27001,191372.09,9439.04,0,6,0.8286330518453315,2,20789.5,237.01,0.09245682929366483,1,17.5,2548.28,-0.135,10.75,0.193,1
117702,2021-02-24,29,25,0,Asalariado,4.0,19322.36,Windows,23.9,0,Sábado,12.5,27004,111854.85,4348.66,1,4,0.39894760574030497,1,13538.37,85.81,0.05328886901656855,0,13.6,424.36,0.095,4.94,0.26,1
114687,2021-02-24,39,19,0,Asalariado,3.2,102277.12,Windows,29.1,0,Luns,11.9,15009,,65032.69,1,4,0.34269124323350475,1,39042.41,1365.65,0.1602278180318528,3,9.1,2505.56,0.121,1.83,0.206,2
123832,2021-02-24,43,20,1,Funcionario,7.7,21491.7,Windows,11.9,0,Sábado,26.5,27003,135943.91,335.99,0,3,0.5183978483056565,0,10606.91,8.78,0.0049021295602692996,0,18.3,556.97,0.162,24.0,0.145,0
116003,2021-02-24,41,31,1,Asalariado,4.1,24961.31,Windows,26.2,0,Luns,23.9,15009,108978.5,7393.19,0,1,0.12105692992398631,2,5968.69,213.69,0.10272606982286493,0,9.2,1048.53,-0.037,4.9,0.224,0
100997,2021-02-24,43,34,0,Asalariado,8.6,67452.24,Windows,11.3,0,Luns,2.7,27001,,30978.71,0,3,0.9689950105563194,1,30629.72,644.96,0.11473903996309147,0,7.7,2949.3,0.104,4.57,0.32,1
110318,2021-02-24,50,30,1,Asalariado,5.2,14894.85,iOS,,1,Venres,3.9,15007,71923.93,4425.97,0,2,0.3961776152193671,0,10046.74,114.04,0.09186988322250828,0,16.2,1588.89,-0.054,13.92,0.134,0
101520,2021-02-24,26,20,1,Asalariado,2.8,23674.58,Android,13.8,1,Venres,21.9,15004,85618.28,11696.08,1,1,0.9822059000858985,2,6727.97,254.67,0.12907983669249073,0,7.3,2340.25,-0.023,9.19,0.32,3
100450,2021-02-24,40,12,2,Asalariado,6.6,76924.15,Android,36.0,0,Sábado,7.2,15006,190873.78,17084.3,0,6,0.4787456247104662,0,30903.28,376.89,0.0587932555217637,1,8.3,8692.73,-0.042,23.06,0.3,0
112807,2021-02-24,57,17,2,Autónomo,5.3,49334.08,Android,,0,Xoves,14.7,15003,95517.19,3174.86,0,1,0.2921324073118575,1,14939.49,79.18,0.01925931811603427,0,2.5,3861.51,-0.07,24.0,0.038,0
111526,2021-02-24,57,15,3,Funcionario,3.5,20466.42,Windows,37.0,1,Mércores,19.0,15006,158526.11,1753.38,0,5,0.2140463854522243,1,17688.61,47.61,0.027913630540634823,0,2.8,1238.7,0.147,24.0,0.053,0
109704,2021-02-24,48,13,2,Asalariado,17.7,111657.76,MacOS,7.6,1,Venres,1.3,15007,495317.73,11338.26,0,1,0.5122039394152202,0,24107.62,271.32,0.02915884073940997,0,21.1,11658.48,0.038,24.0,0.101,0
109015,2021-02-24,39,29,1,Asalariado,13.2,9890.97,Android,39.4,0,Sábado,25.6,15008,84500.0,1543.5,0,5,0.04889772971355427,0,10579.0,26.43,0.03206236978074135,0,16.7,757.15,-0.069,24.0,0.0,0
117528,2021-02-24,41,12,0,Asalariado,14.1,13066.02,Windows,30.6,1,Xoves,9.4,15009,52800.82,3798.06,0,0,0.0,1,3790.6,87.79,0.08062128932227852,0,17.9,1538.23,-0.006,17.51,0.0,0
105165,2021-02-24,33,19,2,Asalariado,5.9,64748.59,Windows,39.9,0,Sábado,28.4,27002,155867.31,13175.71,0,5,0.9236285058289373,1,18291.51,317.47,0.058836511551656166,0,11.1,2604.45,-0.173,8.2,0.402,1
116635,2021-02-24,36,33,4,Autónomo,4.1,12509.5,MacOS,43.9,0,Domingo,32.1,15004,37384.19,10300.93,1,3,0.8661131805248465,4,9615.26,290.3,0.278454098557212,1,12.1,534.94,0.157,1.84,0.307,3
112218,2021-02-24,35,27,1,Asalariado,2.6,29662.79,Android,7.8,1,Martes,21.8,15008,45311.76,1700.23,0,6,0.29844496046012725,1,17867.72,28.4,0.011488754471360536,0,4.9,1251.62,-0.071,24.0,0.095,0
119817,2021-02-24,18,11,0,Autónomo,0.0,4749118.723801956,Android,18.4,0,Domingo,5.4,27004,37718.29,6254424.755185831,0,3,0.42626505043754653,1,9691.05,89.95,0.05655252773138126,0,7.1,781.48,0.0,8.68,0.238,0
114023,2021-02-24,40,28,2,Desempregado,0.0,9243.8,Windows,35.1,0,Sábado,19.9,15004,71239.41,4055.26,1,3,1.1013884966990686,5,8162.9,85.18,0.11056593977154727,1,0.0,313.92,-0.106,3.68,0.5,3
114416,2021-02-24,43,10,2,Desempregado,0.0,4005.91,Android,10.9,0,Domingo,1.5,15004,60897.35,1430.02,1,1,0.4907391336578255,7,3045.85,37.43,0.11209635354924367,0,10.0,335.45,0.252,8.94,0.116,3
121853,2021-02-24,40,14,4,Asalariado,6.8,25013.14,MacOS,18.4,1,Luns,52.4,15005,129259.58,4306.04,0,4,0.48201132979337724,1,16103.64,111.5,0.053489746199549534,0,11.8,869.87,0.012,7.8,0.339,1
104319,2021-02-24,78,18,3,Funcionario,41.1,51493.58,iOS,9.5,0,Domingo,42.9,15002,103787.08,36322.45,0,1,0.1470438258487861,2,8704.23,912.08,0.2125458640501583,5,40.0,4215.95,-0.045,4.62,0.169,0
116237,2021-02-24,46,28,0,Desempregado,0.0,5154.72,Windows,16.6,1,Mércores,5.2,27003,58671.95,1481.59,0,4,0.5712880846013779,2,8559.59,36.91,0.08590846671269967,0,3.0,571.61,-0.111,15.45,0.257,1
121632,2021-02-24,50,13,2,Asalariado,9.1,44395.73,Windows,33.2,0,Domingo,2.6,15008,,9055.14,0,5,0.11676341087403208,0,28015.6,251.33,0.06793203012924601,0,18.3,3681.42,-0.12,14.64,0.108,0
118432,2021-02-24,50,23,2,Asalariado,20.8,33003.98,iOS,12.4,0,Luns,5.9,15005,80824.36,11448.29,0,5,0.5088380258825239,0,12130.39,217.5,0.0790789753546283,1,29.3,3282.05,0.14,15.08,0.141,0
115799,2021-02-25,32,24,2,Estudante,0.0,756.12,MacOS,,1,Martes,11.2,27001,33417.34,153.62,0,0,0.0,1,142.69,3.93,0.062288672865595945,0,10.1,81.81,0.067,20.38,0.17,0
122696,2021-02-25,43,11,1,Funcionario,14.9,45342.15,Windows,30.1,1,Sábado,4.5,27003,,25531.49,0,2,0.45988803217397484,0,19735.71,556.86,0.14737220506294776,0,18.3,1878.19,0.037,3.37,0.18,1
112831,2021-02-25,49,11,1,Funcionario,8.9,29529.51,iOS,4.7,0,Sábado,5.0,15001,109964.87,13042.62,0,6,0.7140582449164423,1,20370.15,285.93,0.11619034009233163,0,15.2,435.58,0.121,1.52,0.228,0
103573,2021-02-25,41,30,0,Asalariado,12.3,55948.91,Android,14.9,0,Domingo,4.0,15001,222675.66,22105.21,0,2,0.5961216884442679,2,15663.77,562.81,0.1207101137428103,2,19.8,3082.66,0.023,5.48,0.225,1
101978,2021-02-25,60,30,0,Autónomo,11.2,26084.67,Windows,10.7,1,Luns,4.5,15008,96506.83,2922.36,0,7,0.3613415698119174,0,14949.7,70.67,0.03250980327513152,0,14.5,1755.48,-0.048,24.0,0.19,0
105020,2021-02-25,32,28,2,Autónomo,2.1,34078.14,MacOS,38.2,1,Luns,32.3,15009,78065.96,11265.6,0,1,0.28674293380091737,1,16622.74,230.76,0.08125557159012815,2,2.6,3313.5,-0.253,14.35,0.127,1
112751,2021-02-25,50,25,1,Asalariado,14.4,35874.56,Linux,43.0,0,Luns,64.1,27003,91278.42,27448.97,0,2,0.3082329361789167,3,14357.5,636.22,0.21280894291266814,2,14.9,2628.19,0.136,4.13,0.332,2
106009,2021-02-25,46,19,0,Autónomo,3.3,10626.06,Windows,29.5,0,Martes,4.7,15007,61811.84,801.15,0,0,0.0,3,3720.66,21.56,0.024345397504107438,0,0.4,622.58,-0.029,24.0,0.0,0
115486,2021-02-25,58,34,0,Autónomo,18.7,32675.05,Android,41.6,0,Luns,30.5,15003,162413.04,4836.53,0,3,0.0,0,9945.4,110.71,0.04065730098956269,0,24.8,1332.08,-0.038,12.02,0.164,0
106367,2021-02-25,29,16,1,Funcionario,2.6,11543.03,Windows,8.1,0,Sábado,15.3,15003,77397.45,3080.83,0,2,0.2332175102731865,2,5700.14,55.94,0.058149537033427665,0,4.8,685.65,-0.021,12.24,0.176,0
109313,2021-02-25,39,19,1,Estudante,0.0,1677.92,Windows,30.0,0,Martes,23.5,15008,43455.78,52.16,0,2,0.18116432803557056,0,3791.1,1.31,0.00936316203273533,0,8.2,63.61,-0.11,24.0,0.0,0
113611,2021-02-25,18,23,2,Autónomo,0.0,65869.75,Windows,8.8,0,Martes,41.2,15005,130969.17,5700.31,0,0,0.0,1,31265.31,117.12,0.02133632909903106,1,4.3,2670.48,0.018,22.79,0.118,0
113958,2021-02-25,36,26,2,Desempregado,0.0,3483.52,Android,29.1,0,Martes,11.5,15004,38695.0,443.23,1,2,0.8945578476031812,3,4369.74,7.85,0.027033852582278188,0,0.0,172.75,0.068,21.78,0.232,3
